caption	image
A.W.A.K.EMODE fw23 The woman is wearing a black dress with a white belt, and her shoes are black and white.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/awakemodeaw230031-981e7ae7fc0ece27089a.jpg
A.W.A.K.EMODE fw23 The clothes are made of black and silver materials, and the woman is wearing a black hat.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/awakemodeaw230032-43a399d83f6497ceef1f.jpg
A.W.A.K.EMODE fw23 The woman is wearing a black dress with a blue purse.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/awakemodeaw230033-6daa5b60d0cb8604e90b.jpg
A.W.A.K.EMODE fw23 The woman is wearing a brown dress, which is made of wool, and she has a matching brown purse.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/awakemodeaw230034-6afd1f5cfe3493ee3246.jpg
A.W.A.K.EMODE fw23 The woman is wearing a white top and a black skirt, which are both made of silk.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/awakemodeaw230035-d5d8e96921f6eddf6232.jpg
A.W.A.K.EMODE fw23 The woman is wearing a black jacket, which is made of leather, and a black dress.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/awakemodeaw230036-802042584c38faab44d1.jpg
A.W.A.K.EMODE fw23 The clothes are made of wool and are predominantly white and blue.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/awakemodeaw230037-eb6f18d7e94acf6ce018.jpg
A.W.A.K.EMODE fw23 The clothes are made of black and brown materials, and the woman is wearing a black coat.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/awakemodeaw230038-64fa1287d9c629b3f70e.jpg
A.W.A.K.EMODE fw23 The woman is wearing a dress made of purple fabric, and she is also wearing a black shoe.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/awakemodeaw230039-58d97dcc564f1724ff18.jpg
A.W.A.K.EMODE fw23 The woman is wearing a black dress and a fur coat, which are both made of wool.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/awakemodeaw230040-da041b6a2b97d9ccc35a.jpg
A.W.A.K.EMODE fw23 The clothes are made of lightweight and soft materials, such as wool, and are predominantly blue in color.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/awakemodeaw230041-0308376f30850e102a08.jpg
A.W.A.K.EMODE fw23 The clothes are made of a mix of materials, including leather, and feature a combination of brown and orange colors.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/awakemodeaw230042-ac636b7ac84acd9c96da.jpg
A.W.A.K.EMODE fw23 The woman is wearing a white coat, which is made of wool, and a black dress.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/awakemodeaw230043-2eb3e839816400be4399.jpg
Chanel fw23 The woman is wearing a black and white floral print dress, which is made of a wool material.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/chanelaw230001-6ab2ae3ef21c59b5d8ea.JPG
Chanel fw23 The woman is wearing a black leather coat, which is made of leather, and a white dress, which is made of white fabric.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/chanelaw230002-d7d9d4ea322b15f16dbc.JPG
Chanel fw23 The clothes are made of silk, a natural fiber, and are predominantly black and white in color.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/chanelaw230003-2e096a667afecba5ef37.JPG
Chanel fw23 The woman is wearing a black dress, which is made of leather, and she is also wearing a black coat.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/chanelaw230004-8424b21f4f64de22de54.JPG
Chanel fw23 The woman is wearing a black coat, which is made of leather, and she is also wearing a black dress.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/chanelaw230005-d16e9248e640907da05b.JPG
Chanel fw23 The woman is wearing a black coat, which is made of leather, and a black dress.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/chanelaw230006-2ee0035f009d858e6200.JPG
Chanel fw23 The woman is wearing a black dress, which is made of leather, and she is also wearing boots.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/chanelaw230007-c512302282eec8ff8b41.JPG
Chanel fw23 The woman is wearing a black coat, which is made of fur, and she is also wearing a black dress.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/chanelaw230008-fb484e358a95a7fd9be5.JPG
Chanel fw23 The clothes are made of wool and have a black and white color scheme.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/chanelaw230009-3a64c5e629855d228e01.JPG
Chanel fw23 The woman is wearing a black coat, a white dress, and black boots.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/chanelaw230010-ba9d779a38905c96499a.JPG
Chanel fw23 The woman is wearing a black coat, which is made of wool, and she is also wearing a black dress.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/chanelaw230011-098927a4a789338798c4.JPG
Chanel fw23 The clothes are made of black and white materials, with the woman wearing a black and white outfit.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/chanelaw230012-04a72e85a2038ba031a4.JPG
Chanel fw23 The clothes are made of white and black materials, with the woman wearing a white jacket and black pants.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/chanelaw230013-273b43c037b376ce2beb.JPG
Chanel fw23 The woman is wearing a white shirt and a black skirt, which are both made of silk.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/chanelaw230014-48a8acc8375eddbfcaaf.JPG
Chanel fw23 The clothes are made of materials like leather and fur, and they are predominantly black and white in color.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/chanelaw230015-d3c9a282b902d02a91a3.JPG
Chanel fw23 The woman is wearing a black and white dress, which is made of a wool material.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/chanelaw230016-ac5fdb1e472091d36c78.JPG
Chanel fw23 The woman is wearing a black and white outfit, which consists of a black jacket and a white sweater.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/chanelaw230017-b9eaa94188755fc8c9d8.JPG
Chanel fw23 The woman is wearing a black dress with a fur collar, which is made of feathers, and she is also wearing black boots	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/chanelaw230018-e8379f7c75b99a88d794.JPG
Chanel fw23 The clothes are made of wool and have a purple and white color scheme.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/chanelaw230019-91e436c7d787782baa17.JPG
Chanel fw23 The woman is wearing a striped sweater, a purple dress, and a white coat.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/chanelaw230020-321b59ee8033c05d2cdf.JPG
Chanel fw23 The clothes are made of wool and have a combination of black, white, and purple colors.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/chanelaw230021-bf36b4e0a4cee655899d.JPG
Chanel fw23 The woman is wearing a black and white outfit, which consists of a black coat and a white dress.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/chanelaw230022-4945c547b463b7f6a8b8.JPG
Chanel fw23 The clothes are made of wool and have a black and white color scheme.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/chanelaw230023-01d9cf5ba8b60ab89907.JPG
Chanel fw23 The clothes are made of black and white materials, and the woman is wearing a black coat.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/chanelaw230024-3368ab979a6457753aca.JPG
Chanel fw23 The woman is wearing a black coat, a black dress, and black boots.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/chanelaw230025-10047914ebf3f7982933.JPG
Chanel fw23 The clothes are made of black and white materials, with the woman wearing a black dress and black boots.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/chanelaw230026-0370667679189450b4bb.JPG
Chanel fw23 The clothes are made of black and white materials, and the woman is wearing a black and white outfit.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/chanelaw230027-62a5cc7bfdaf4dc055a1.JPG
Chanel fw23 The woman is wearing a purple and black outfit, which consists of a purple coat and a black dress.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/chanelaw230028-40f758d30ddf46db9bbc.JPG
Chanel fw23 The clothes are made of black and white materials, and the woman is wearing a black and white outfit.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/chanelaw230029-c03115c11448d1784799.JPG
Chanel fw23 The clothes are made of black and brown materials, and the woman is wearing a black dress.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/chanelaw230030-31cfd9e44851f66b9a88.JPG
Chanel fw23 The clothes are made of materials like lace and velvet, and they come in colors like purple and black.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/chanelaw230031-d701847ce6bda69ec2a8.JPG
Chanel fw23 The clothes in the image are made of materials like silk and lace, and they are predominantly blue and purple in color.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/chanelaw230032-d40b502c3d12aed22294.JPG
Chanel fw23 The clothes are made of materials like leather and lace, and they come in various colors, including black, white, and brown.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/chanelaw230033-0ddd9b15c78eda6e9b00.JPG
Chanel fw23 The clothes are made of wool and have a combination of brown, white, and black colors.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/chanelaw230034-ca1bb75cb1a51dc468df.JPG
Chanel fw23 The woman is wearing a dress made of a material that resembles a metal fabric, and it is gray in color.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/chanelaw230035-d242bf94d6a14c4d12f4.JPG
Chanel fw23 The woman is wearing a black dress with a floral pattern, and she is also wearing a black coat.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/chanelaw230036-919f500bc8efee8d6295.JPG
Chanel fw23 The clothes are made of black and white materials, and the woman is wearing a black dress.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/chanelaw230037-23925fb457f576102bc7.JPG
Chanel fw23 The woman is wearing a black and white dress, which is made of a wool material.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/chanelaw230038-ec25c894a5d6e78503d8.JPG
Chanel fw23 The woman is wearing a black dress, a black coat, and black boots.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/chanelaw230039-a7eeb315b6bf3df4d603.JPG
Chanel fw23 The clothes are made of wool and have a purple and white color scheme.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/chanelaw230040-3798722bb8c05b17e8b3.JPG
Chanel fw23 The woman is wearing a purple dress with a lace pattern, and she is also wearing a purple coat.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/chanelaw230041-3d9d3a854d64fa5e0a51.JPG
Chanel fw23 The woman is wearing a dress made of wool, which is a natural fiber, and it is blue and white in color.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/chanelaw230042-0bef885c3ad5e2b8f3d7.JPG
Chanel fw23 The woman is wearing a black and white checkered coat, a purple dress, and a hat.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/chanelaw230043-9b8503073c8e7fb95b5f.JPG
Chanel fw23 The clothes are made of wool and are black and purple in color.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/chanelaw230044-0a2ae62c07ce5f63e51e.JPG
Chanel fw23 The woman is wearing a purple and black plaid coat, a black dress, and a black purse.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/chanelaw230045-7385151830ae06c52066.JPG
Chanel fw23 The woman is wearing a purple coat, a black dress, and a hat.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/chanelaw230046-202c49aca575b36bd7a1.JPG
Chanel fw23 The woman is wearing a black and white dress, which is made of wool, and she is also wearing a white shirt.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/chanelaw230047-6cdd9ca7f963c33e8c10.JPG
Chanel fw23 The clothes are made of black and white materials, and the woman is wearing a black and white outfit.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/chanelaw230048-700cb2f0dc1471fb67db.JPG
Chanel fw23 The clothes are made of materials like silk and lace, and they come in colors like brown, white, and black.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/chanelaw230049-e06c6da6a59a2508d2f9.JPG
Chanel fw23 The woman is wearing a black coat, which is made of wool, and she is also wearing a black dress.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/chanelaw230050-35a7ab9893100c3a74f4.JPG
Chanel fw23 The clothes are made of black and white materials, and the woman is wearing a black and white outfit.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/chanelaw230051-2a5875b9c415c9043e67.JPG
Chanel fw23 The woman is wearing a black dress with a floral pattern, and she is also wearing a black hat.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/chanelaw230052-c188763bb547d847a8f1.JPG
Chanel fw23 The woman is wearing a black and white dress, which is made of a material that resembles lace.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/chanelaw230053-a777f99966b7b66ce580.JPG
Chanel fw23 The clothes in the image are made of materials like lace and silk, and they are predominantly white and black.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/chanelaw230054-bd393d1bb523d36082f5.JPG
Chanel fw23 The clothes are made of white materials, and the woman is wearing a white dress.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/chanelaw230055-22d945275815205f3a8b.JPG
Chanel fw23 The woman is wearing a black dress with a white collar, and she is also wearing a black coat.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/chanelaw230056-e9f3ca5bf5ccd25b40ef.JPG
Chanel fw23 The woman is wearing a black dress with a white belt, and she is also wearing black boots.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/chanelaw230057-f93038a99424f1da1263.JPG
Chanel fw23 The clothes are made of black and white materials, and the woman is wearing a black dress.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/chanelaw230058-0f6065219ca3185f30df.JPG
Chanel fw23 The woman is wearing a black dress with a lace design, and she is also wearing boots.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/chanelaw230059-e96ded1a1d406fca60c8.JPG
Chanel fw23 The clothes are made of black and white materials, and the woman is wearing a black dress.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/chanelaw230060-32b149a68e94f144925e.JPG
Chanel fw23 The clothes are made of black and white materials, and the woman is wearing a black dress.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/chanelaw230061-a456a1779de4db1b7ea8.JPG
Chanel fw23 The woman is wearing a white shirt and a blue skirt, which are both made of silk.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/chanelaw230062-22a9ddb03f67857696c7.JPG
Chanel fw23 The clothes are made of materials like silk and satin, and they feature blue and white colors.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/chanelaw230063-055882203004d7531ac9.JPG
Chanel fw23 The clothes are made of silk, which is a lightweight and luxurious fabric, and they are predominantly black and white.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/chanelaw230064-785975eefe92570b3f56.JPG
Chanel fw23 The woman is wearing a blue dress with a black coat, and her purse is black and blue.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/chanelaw230065-74fff7e71f5e39d5acc5.JPG
Chanel fw23 The clothes are made of a mix of materials, including silk, and feature a combination of blue, white, and black colors.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/chanelaw230066-6ea5e7fe22a07e0e8555.JPG
CalvinLuo fw23 The clothes in the image are made of black and white materials, and the man is wearing a black shirt and pants.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/calvinluofw23look01-13adcd99.jpg
CalvinLuo fw23 The woman is wearing a white dress and a black coat, which is made of leather.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/calvinluofw23look02-902295db.jpg
CalvinLuo fw23 The man is wearing a brown suit, which is made of wool, and a brown tie.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/calvinluofw23look03-104c0f73.jpg
CalvinLuo fw23 The clothes in the image are made of leather and black, with the woman wearing a black leather jacket and black pants.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/calvinluofw23look04-5b48e4e1.jpg
CalvinLuo fw23 The clothes are made of materials like leather, denim, and linen, and they come in various colors such as brown, white, and	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/calvinluofw23look05-feb472c6.jpg
CalvinLuo fw23 The woman is wearing a brown dress, which is made of denim, and she is also wearing brown pants.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/calvinluofw23look06-b1f12f58.jpg
CalvinLuo fw23 The woman is wearing a brown leather jacket and brown pants, which are made of leather.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/calvinluofw23look07-1cef5274.jpg
CalvinLuo fw23 The clothes are made of wool, which is a natural fiber, and the colors are blue and grey.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/calvinluofw23look08-1f013b11.jpg
CalvinLuo fw23 The clothes are made of linen, which is a natural fiber material, and the colors are predominantly brown and tan.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/calvinluofw23look09-e8aabeae.jpg
CalvinLuo fw23 The man is wearing a brown shirt and jeans, which are made of denim, a popular material for casual and comfortable clothing	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/calvinluofw23look10-fb3c40ca.jpg
CalvinLuo fw23 The woman is wearing a black dress, which is made of silk, and she is also wearing a black coat.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/calvinluofw23look11-45ef7a89.jpg
CalvinLuo fw23 The man is wearing a blue shirt and a brown jacket, which are both made of wool.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/calvinluofw23look12-d3e2c275.jpg
CalvinLuo fw23 The clothes in the image are made of leather and black, with the woman wearing a black leather jacket and black pants.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/calvinluofw23look13-3a24cde2.jpg
CalvinLuo fw23 The man is wearing a brown shirt, tan pants, and a brown belt.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/calvinluofw23look14-c19a3386.jpg
CalvinLuo fw23 The woman is wearing a black coat, a brown skirt, and black boots.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/calvinluofw23look15-2cf25537.jpg
CalvinLuo fw23 The man is wearing a brown jacket, which is made of leather, and a pair of shorts, which are made of denim	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/calvinluofw23look16-26040082.jpg
CalvinLuo fw23 The woman is wearing a black jacket and a brown skirt, both of which are made of leather.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/calvinluofw23look17-ce9165e6.jpg
CalvinLuo fw23 The woman is wearing a brown leather jacket, a black dress, and black boots.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/calvinluofw23look18-9bda0bd0.jpg
CalvinLuo fw23 The clothes are made of black and white materials, and the woman is wearing a black dress.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/calvinluofw23look19-c738836c.jpg
CalvinLuo fw23 The woman is wearing a black dress with a white collar, and the dress is made of silk.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/calvinluofw23look20-67e90ac6.jpg
CalvinLuo fw23 The clothes in the image are made of leather and are predominantly black and brown in color.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/calvinluofw23look21-30222eb3.jpg
CalvinLuo fw23 The clothes are made of black and white materials, and the woman is wearing a black dress.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/calvinluofw23look22-d01c80a4.jpg
CalvinLuo fw23 The woman is wearing a white dress, which is made of lace, and she is also wearing a white shawl.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/calvinluofw23look23-3a820fa6.jpg
CalvinLuo fw23 The woman is wearing a brown dress and a pair of leather pants, which are made of leather and denim materials, respectively.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/calvinluofw23look24-98a9d406.jpg
CalvinLuo fw23 The woman is wearing a brown dress and a black coat, which are made of a flowery material.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/calvinluofw23look25-ae69d68b.jpg
CalvinLuo fw23 The clothes in the image are made of black and white materials, and the woman is wearing a black dress.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/calvinluofw23look26-9934dc82.jpg
CalvinLuo fw23 The clothes in the image are made of materials like denim and corduroy, and they come in various colors such as black, brown, and	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/calvinluofw23look27-26536638.jpg
CalvinLuo fw23 The man is wearing a black suit, which is made of wool, and a white shirt.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/calvinluofw23look28-a5ce53f3.jpg
CalvinLuo fw23 The man is wearing a brown suit, which is made of wool, and a black tie.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/calvinluofw23look29-19d3dd13.jpg
CalvinLuo fw23 The clothes in the image are made of leather and are predominantly black and brown in color.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/calvinluofw23look30-c904f915.jpg
CalvinLuo fw23 The man is wearing a black coat, which is made of wool, and he is also wearing a black shirt and black pants	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/calvinluofw23look31-85ed1bd8.jpg
CalvinLuo fw23 The man is wearing a black suit with a white shirt and a striped tie.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/calvinluofw23look32-e98af44d.jpg
CalvinLuo fw23 The woman is wearing a black dress, which is made of silk, and she is also wearing gloves.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/calvinluofw23look33-d1aaa658.jpg
CalvinLuo fw23 The woman is wearing a white dress, which is made of silk, and she is also wearing a black coat.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/calvinluofw23look34-df05fbea.jpg
CalvinLuo fw23 The woman is wearing a white dress and a black coat, which is a combination of summer and winter clothing.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/calvinluofw23look35-d22c7dce.jpg
CalvinLuo fw23 The woman is wearing a white shirt and black pants, which are made of denim.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/calvinluofw23look36-4abe34fc.jpg
CalvinLuo fw23 The clothes in the image are made of leather and are predominantly black and white.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/calvinluofw23look37-5a5698f6.jpg
CalvinLuo fw23 The woman is wearing a black and white dress, which is made of silk, and she is carrying a black purse.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/calvinluofw23look38-310294bc.jpg
CalvinLuo fw23 The clothes are made of white and black materials, and the woman is wearing a white dress.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/calvinluofw23look39-f035db58.jpg
CalvinLuo fw23 The clothes are made of a combination of white and black materials, with the woman wearing a white dress and a black skirt.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/calvinluofw23look40-9dd551d9.jpg
CalvinLuo fw23 The man is wearing a purple suit, which is made of silk, and a matching purple tie.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/calvinluofw23look41-0e7f6ac2.jpg
CalvinLuo fw23 The clothes are made of black and white materials, and the woman is wearing a black dress.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/calvinluofw23look42-b1f5b35d.jpg
Germanier fw23 The outfit consists of a short skirt made of feather material and a jacket made of leather. The skirt is green, and	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/germanieraw230001-a885288237d8f868891b.jpg
Germanier fw23 The clothes are made of a combination of black and green materials, with the woman wearing a black dress and a green jacket.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/germanieraw230002-44ea5e183f129e209bad.jpg
Germanier fw23 The outfit consists of a green jacket and a black skirt, both made of feather material.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/germanieraw230003-d8b38a3dc531b74a0edf.jpg
Germanier fw23 The clothes are made of wool, and they are gray and black in color.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/germanieraw230004-3c626ef9a3c4133bb367.jpg
Germanier fw23 The outfit consists of a white shirt, a black blazer, and a pair of blue jeans.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/germanieraw230005-8a5db1a31f2a0c8f036f.jpg
Germanier fw23 The outfit consists of a black jacket and a white skirt, which are both made of leather.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/germanieraw230006-3336a90c72f8b05a9532.jpg
Germanier fw23 The clothes in the image are made of materials like leather and fur, and they are predominantly black and white.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/germanieraw230007-fbeaf5d08bdc38a05c92.jpg
Germanier fw23 The clothes are made of black and white materials, and the woman is wearing a black dress.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/germanieraw230008-ca3336012c9545f3790c.jpg
Germanier fw23 The clothes are made of materials like fur and feathers, and they are colored in shades of blue, green, and pink.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/germanieraw230009-ee7475154c48d28f5891.jpg
Germanier fw23 The clothes are made of materials such as leather, feathers, and fur, and they come in silver, green, and pink colors.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/germanieraw230010-335da3f7c21602b23509.jpg
Germanier fw23 The woman is wearing a blue and silver outfit, which includes a blue dress and silver shoes.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/germanieraw230011-711dd500875b8df6f5e3.jpg
Germanier fw23 The woman is wearing a dress made of a material that resembles fish scales, and it is blue and white in color.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/germanieraw230012-94ae3118a7c9c06dceba.jpg
Germanier fw23 The clothes are made of a lightweight, flowy material, and they are predominantly white and blue.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/germanieraw230013-0b1d7033c3da7f453e0d.jpg
Germanier fw23 The clothes are made of a purple material and have a green feather design.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/germanieraw230014-f06f9887c62df45f7981.jpg
Germanier fw23 The woman is wearing a black and white outfit, which consists of a black dress and a white shirt.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/germanieraw230015-ddd3c1339abc2049c1f0.jpg
Germanier fw23 The clothes in the image are made of materials like fur and leather, and they come in green and black colors.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/germanieraw230016-2978db4f9a8623ac86f5.jpg
Germanier fw23 The man is wearing a brown jacket, which is made of leather, and a blue shirt.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/germanieraw230017-13e0df0aed4a855ead8f.jpg
Germanier fw23 The woman is wearing a dress made of a material that resembles a leafy plant, and it is green in color.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/germanieraw230018-38c184b5d87fc8186c55.jpg
Germanier fw23 The clothes are made of materials like fur and feathers, and they are colored in pastel shades like pink, green, and blue.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/germanieraw230019-58ed7bc0111e6e64e5fd.jpg
Germanier fw23 The dress is made of sequins, which are small, shiny decorative elements, and the shoes are black.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/germanieraw230020-61ff18702627cca023cf.jpg
Germanier fw23 The clothes are made of materials like feathers and are colored in shades of green, blue, and purple.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/germanieraw230021-b58fc950d3d7ae1327d0.jpg
Germanier fw23 The woman is wearing a yellow fur coat, which is made of fur, and a green dress.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/germanieraw230022-d104ab72b615ee42fd57.jpg
Germanier fw23 The woman is wearing a dress made of a material that appears to be a mix of fur and feathers, and it is yellow in color.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/germanieraw230023-97545a8bb68176dba778.jpg
